,datetime_session,user_id,session_number,pageviews,datetime_first_engagement,is_conversion,pageviews_cumsum
4733,2016-09-03 18:06:15,b903a66e-a23f-4e7d-9cb2-ce15a37a0443,1,3,2016-09-13 05:39:42,False,3
4734,2016-09-06 13:01:41,b903a66e-a23f-4e7d-9cb2-ce15a37a0443,2,1,2016-09-13 05:39:42,False,4
4735,2016-09-09 23:11:28,b903a66e-a23f-4e7d-9cb2-ce15a37a0443,3,3,2016-09-13 05:39:42,False,7
4736,2016-09-13 05:05:42,b903a66e-a23f-4e7d-9cb2-ce15a37a0443,4,2,2016-09-13 05:39:42,True,9
4737,2016-09-03 00:12:25,76536376-450b-4441-8016-a9573b1fa242,1,12,2016-09-03 00:51:25,True,12
4746,2016-09-02 08:08:54,b150cdc7-2ef4-4f12-91b5-5a62792eb9ef,1,5,2016-09-10 00:55:44,False,5
4747,2016-09-04 09:09:09,b150cdc7-2ef4-4f12-91b5-5a62792eb9ef,2,11,2016-09-10 00:55:44,False,16
4748,2016-09-06 02:02:43,b150cdc7-2ef4-4f12-91b5-5a62792eb9ef,3,10,2016-09-10 00:55:44,False,26
4749,2016-09-10 00:12:44,b150cdc7-2ef4-4f12-91b5-5a62792eb9ef,4,14,2016-09-10 00:55:44,True,40
4751,2016-09-02 06:06:43,4f2fde34-d172-49ed-9e33-5ac9ef4dcb00,1,2,2016-09-15 14:11:13,False,2
4752,2016-09-04 03:03:47,4f2fde34-d172-49ed-9e33-5ac9ef4dcb00,2,2,2016-09-15 14:11:13,False,4
4753,2016-09-06 06:06:31,4f2fde34-d172-49ed-9e33-5ac9ef4dcb00,3,2,2016-09-15 14:11:13,False,6
4754,2016-09-07 12:12:50,4f2fde34-d172-49ed-9e33-5ac9ef4dcb00,4,6,2016-09-15 14:11:13,False,12
4755,2016-09-10 22:10:49,4f2fde34-d172-49ed-9e33-5ac9ef4dcb00,5,3,2016-09-15 14:11:13,False,15
4756,2016-09-12 01:01:19,4f2fde34-d172-49ed-9e33-5ac9ef4dcb00,6,4,2016-09-15 14:11:13,False,19
4757,2016-09-15 13:01:13,4f2fde34-d172-49ed-9e33-5ac9ef4dcb00,7,1,2016-09-15 14:11:13,True,20
4760,2016-09-04 11:11:36,ff80e3e3-1bba-46e7-af2b-edbc26850369,1,6,2016-09-16 19:14:04,False,6
4761,2016-09-08 05:05:14,ff80e3e3-1bba-46e7-af2b-edbc26850369,2,2,2016-09-16 19:14:04,False,8
4762,2016-09-10 10:10:43,ff80e3e3-1bba-46e7-af2b-edbc26850369,3,3,2016-09-16 19:14:04,False,11
4763,2016-09-13 14:02:02,ff80e3e3-1bba-46e7-af2b-edbc26850369,4,8,2016-09-16 19:14:04,False,19
4764,2016-09-16 19:07:04,ff80e3e3-1bba-46e7-af2b-edbc26850369,5,3,2016-09-16 19:14:04,True,22
4769,2016-09-03 07:07:16,ceeb099d-5d0a-4280-a25f-f314c657ca64,1,7,2016-09-12 14:50:16,False,7
4770,2016-09-05 14:02:20,ceeb099d-5d0a-4280-a25f-f314c657ca64,2,6,2016-09-12 14:50:16,False,13
4771,2016-09-08 18:06:43,ceeb099d-5d0a-4280-a25f-f314c657ca64,3,8,2016-09-12 14:50:16,False,21
4772,2016-09-12 14:02:16,ceeb099d-5d0a-4280-a25f-f314c657ca64,4,3,2016-09-12 14:50:16,True,24
4779,2016-09-02 01:01:10,fca412d7-89e3-46cf-a5a9-4ea307e6d013,1,4,2016-09-14 09:49:26,False,4
4780,2016-09-03 11:11:47,fca412d7-89e3-46cf-a5a9-4ea307e6d013,2,2,2016-09-14 09:49:26,False,6
4781,2016-09-05 09:09:26,fca412d7-89e3-46cf-a5a9-4ea307e6d013,3,1,2016-09-14 09:49:26,False,7
4782,2016-09-07 20:08:18,fca412d7-89e3-46cf-a5a9-4ea307e6d013,4,3,2016-09-14 09:49:26,False,10
4783,2016-09-11 14:02:26,fca412d7-89e3-46cf-a5a9-4ea307e6d013,5,3,2016-09-14 09:49:26,False,13
4784,2016-09-12 19:07:45,fca412d7-89e3-46cf-a5a9-4ea307e6d013,6,1,2016-09-14 09:49:26,False,14
4785,2016-09-14 09:09:26,fca412d7-89e3-46cf-a5a9-4ea307e6d013,7,4,2016-09-14 09:49:26,True,18
4789,2016-09-03 01:01:18,cfcce9d6-5db2-45eb-98fb-70e166b4cfa0,1,3,2016-09-07 19:56:39,False,3
4790,2016-09-05 16:04:43,cfcce9d6-5db2-45eb-98fb-70e166b4cfa0,2,3,2016-09-07 19:56:39,False,6
4791,2016-09-07 19:07:39,cfcce9d6-5db2-45eb-98fb-70e166b4cfa0,3,1,2016-09-07 19:56:39,True,7
4803,2016-09-03 12:12:30,2ee155b1-52b2-4ba3-bc56-ff93a29c10a8,1,9,2016-09-13 03:51:18,False,9
4804,2016-09-07 04:04:01,2ee155b1-52b2-4ba3-bc56-ff93a29c10a8,2,4,2016-09-13 03:51:18,False,13
4805,2016-09-08 22:10:05,2ee155b1-52b2-4ba3-bc56-ff93a29c10a8,3,3,2016-09-13 03:51:18,False,16
4806,2016-09-11 02:02:39,2ee155b1-52b2-4ba3-bc56-ff93a29c10a8,4,7,2016-09-13 03:51:18,False,23
4807,2016-09-13 03:03:18,2ee155b1-52b2-4ba3-bc56-ff93a29c10a8,5,11,2016-09-13 03:51:18,True,34
4812,2016-09-04 02:02:58,a87ba776-0332-48c1-a263-aaf12171dc93,1,2,2016-09-07 17:47:11,False,2
4813,2016-09-07 17:05:11,a87ba776-0332-48c1-a263-aaf12171dc93,2,13,2016-09-07 17:47:11,True,15
4821,2016-09-03 23:11:48,fd81f80c-c70b-4a09-a55c-324907c1501b,1,10,2016-09-05 13:01:24,False,10
4822,2016-09-05 13:01:24,fd81f80c-c70b-4a09-a55c-324907c1501b,2,14,2016-09-05 13:01:24,True,24
4830,2016-09-02 06:06:51,5722b035-608a-45cc-86bc-4c13912be553,1,5,2016-09-13 22:08:43,False,5
4831,2016-09-05 11:11:34,5722b035-608a-45cc-86bc-4c13912be553,2,3,2016-09-13 22:08:43,False,8
4832,2016-09-07 14:02:37,5722b035-608a-45cc-86bc-4c13912be553,3,1,2016-09-13 22:08:43,False,9
4833,2016-09-09 03:03:02,5722b035-608a-45cc-86bc-4c13912be553,4,3,2016-09-13 22:08:43,False,12
4834,2016-09-11 05:05:22,5722b035-608a-45cc-86bc-4c13912be553,5,3,2016-09-13 22:08:43,False,15
4835,2016-09-13 21:09:43,5722b035-608a-45cc-86bc-4c13912be553,6,4,2016-09-13 22:08:43,True,19
4837,2016-09-02 12:12:39,043aea0c-156d-4ecc-af8a-b86daac08e8b,1,8,2016-09-07 02:56:53,False,8
4838,2016-09-05 00:12:10,043aea0c-156d-4ecc-af8a-b86daac08e8b,2,18,2016-09-07 02:56:53,False,26
4839,2016-09-07 02:02:53,043aea0c-156d-4ecc-af8a-b86daac08e8b,3,2,2016-09-07 02:56:53,True,28
4843,2016-09-02 05:05:49,2913a4e6-adb0-4eae-a5bc-d74e589148de,1,6,2016-09-12 01:36:42,False,6
4844,2016-09-04 03:03:41,2913a4e6-adb0-4eae-a5bc-d74e589148de,2,3,2016-09-12 01:36:42,False,9
4845,2016-09-07 09:09:34,2913a4e6-adb0-4eae-a5bc-d74e589148de,3,1,2016-09-12 01:36:42,False,10
4846,2016-09-10 14:02:27,2913a4e6-adb0-4eae-a5bc-d74e589148de,4,5,2016-09-12 01:36:42,False,15
4847,2016-09-12 01:01:42,2913a4e6-adb0-4eae-a5bc-d74e589148de,5,1,2016-09-12 01:36:42,True,16
4853,2016-09-04 08:08:38,5d805df3-d3c6-419b-9f6f-9ae571077e69,1,6,2016-09-05 22:41:37,False,6
4854,2016-09-05 22:10:37,5d805df3-d3c6-419b-9f6f-9ae571077e69,2,9,2016-09-05 22:41:37,True,15
4861,2016-09-04 05:05:47,9de000aa-b535-4534-935d-775d9924219e,1,4,2016-09-07 22:48:10,False,4
4862,2016-09-07 22:10:10,9de000aa-b535-4534-935d-775d9924219e,2,18,2016-09-07 22:48:10,True,22
4866,2016-09-04 14:02:21,b1c4d335-e671-4854-a229-2bf54a7097a2,1,4,2016-09-07 17:47:45,False,4
4867,2016-09-05 16:04:28,b1c4d335-e671-4854-a229-2bf54a7097a2,2,2,2016-09-07 17:47:45,False,6
4868,2016-09-07 17:05:45,b1c4d335-e671-4854-a229-2bf54a7097a2,3,6,2016-09-07 17:47:45,True,12
4876,2016-09-02 03:03:36,a6a847ec-24f6-45ba-9f75-741e6819c07f,1,6,2016-09-06 20:03:36,False,6
4877,2016-09-05 06:06:34,a6a847ec-24f6-45ba-9f75-741e6819c07f,2,2,2016-09-06 20:03:36,False,8
4878,2016-09-06 19:07:36,a6a847ec-24f6-45ba-9f75-741e6819c07f,3,4,2016-09-06 20:03:36,True,12
4883,2016-09-03 08:08:50,137bdbd4-30dd-48ac-86a9-7db04441491b,1,3,2016-09-10 21:47:49,False,3
4884,2016-09-06 04:04:28,137bdbd4-30dd-48ac-86a9-7db04441491b,2,1,2016-09-10 21:47:49,False,4
4885,2016-09-07 12:12:30,137bdbd4-30dd-48ac-86a9-7db04441491b,3,2,2016-09-10 21:47:49,False,6
4886,2016-09-10 21:09:49,137bdbd4-30dd-48ac-86a9-7db04441491b,4,6,2016-09-10 21:47:49,True,12
4889,2016-09-04 16:04:19,22c98ad6-65d0-4f1b-a297-da06dcf921c3,1,10,2016-09-04 16:50:19,True,10
4891,2016-09-03 03:03:23,9897667a-c754-4d16-8b38-fb40482c39fd,1,2,2016-09-08 11:22:19,False,2
4892,2016-09-05 02:02:41,9897667a-c754-4d16-8b38-fb40482c39fd,2,5,2016-09-08 11:22:19,False,7
4893,2016-09-08 11:11:19,9897667a-c754-4d16-8b38-fb40482c39fd,3,2,2016-09-08 11:22:19,True,9
4899,2016-09-04 23:11:27,f004eab8-a5e8-40f4-bd4b-0d1c3c4e9104,1,7,2016-09-10 21:08:39,False,7
4900,2016-09-06 14:02:54,f004eab8-a5e8-40f4-bd4b-0d1c3c4e9104,2,3,2016-09-10 21:08:39,False,10
4901,2016-09-08 23:11:26,f004eab8-a5e8-40f4-bd4b-0d1c3c4e9104,3,3,2016-09-10 21:08:39,True,13
4910,2016-09-02 11:11:22,b955f4e9-f746-47d5-84de-d35f4e796f80,1,15,2016-09-10 18:47:19,False,15
4911,2016-09-05 06:06:35,b955f4e9-f746-47d5-84de-d35f4e796f80,2,2,2016-09-10 18:47:19,False,17
4912,2016-09-07 20:08:14,b955f4e9-f746-47d5-84de-d35f4e796f80,3,6,2016-09-10 18:47:19,False,23
4913,2016-09-10 18:06:19,b955f4e9-f746-47d5-84de-d35f4e796f80,4,2,2016-09-10 18:47:19,True,25
4924,2016-09-04 23:11:14,ecfedd08-f056-4ead-b13a-f3c3b48ba417,1,15,2016-09-08 15:45:38,False,15
4925,2016-09-08 15:03:38,ecfedd08-f056-4ead-b13a-f3c3b48ba417,2,3,2016-09-08 15:45:38,True,18
4930,2016-09-02 09:09:38,57209a9f-f308-4d58-8015-24971e99dc29,1,1,2016-09-17 13:04:58,False,1
4931,2016-09-03 22:10:40,57209a9f-f308-4d58-8015-24971e99dc29,2,2,2016-09-17 13:04:58,False,3
4932,2016-09-06 12:12:16,57209a9f-f308-4d58-8015-24971e99dc29,3,3,2016-09-17 13:04:58,False,6
4933,2016-09-08 15:03:10,57209a9f-f308-4d58-8015-24971e99dc29,4,3,2016-09-17 13:04:58,False,9
4934,2016-09-12 03:03:27,57209a9f-f308-4d58-8015-24971e99dc29,5,1,2016-09-17 13:04:58,False,10
4935,2016-09-16 01:01:23,57209a9f-f308-4d58-8015-24971e99dc29,6,9,2016-09-17 13:04:58,False,19
4936,2016-09-17 12:12:58,57209a9f-f308-4d58-8015-24971e99dc29,7,10,2016-09-17 13:04:58,True,29
4942,2016-09-02 21:09:16,a2a33fe3-29fa-45cc-8401-04d20357cf5a,1,3,2016-09-10 16:03:45,False,3
4943,2016-09-03 23:11:33,a2a33fe3-29fa-45cc-8401-04d20357cf5a,2,1,2016-09-10 16:03:45,False,4
4944,2016-09-07 15:03:24,a2a33fe3-29fa-45cc-8401-04d20357cf5a,3,12,2016-09-10 16:03:45,False,16
4945,2016-09-10 15:03:45,a2a33fe3-29fa-45cc-8401-04d20357cf5a,4,11,2016-09-10 16:03:45,True,27
4946,2016-09-03 08:08:44,82e7d0fe-def9-4963-a9cb-1c582e2d4400,1,3,2016-09-10 08:09:13,False,3
4947,2016-09-05 02:02:43,82e7d0fe-def9-4963-a9cb-1c582e2d4400,2,4,2016-09-10 08:09:13,False,7
4948,2016-09-08 18:06:19,82e7d0fe-def9-4963-a9cb-1c582e2d4400,3,3,2016-09-10 08:09:13,False,10
4949,2016-09-10 07:07:13,82e7d0fe-def9-4963-a9cb-1c582e2d4400,4,4,2016-09-10 08:09:13,True,14
4952,2016-09-04 04:04:44,34eb125e-50a1-48b0-89f4-5a765b246827,1,10,2016-09-06 23:55:34,False,10
4953,2016-09-06 23:11:34,34eb125e-50a1-48b0-89f4-5a765b246827,2,21,2016-09-06 23:55:34,True,31
4958,2016-09-04 01:01:59,dfa5349b-5b92-4659-b303-302869bea556,1,4,2016-09-20 21:07:38,False,4
4959,2016-09-06 16:04:02,dfa5349b-5b92-4659-b303-302869bea556,2,2,2016-09-20 21:07:38,False,6
4960,2016-09-09 10:10:49,dfa5349b-5b92-4659-b303-302869bea556,3,7,2016-09-20 21:07:38,False,13
4961,2016-09-12 04:04:57,dfa5349b-5b92-4659-b303-302869bea556,4,8,2016-09-20 21:07:38,False,21
4962,2016-09-14 10:10:25,dfa5349b-5b92-4659-b303-302869bea556,5,2,2016-09-20 21:07:38,False,23
4963,2016-09-17 16:04:58,dfa5349b-5b92-4659-b303-302869bea556,6,1,2016-09-20 21:07:38,False,24
4964,2016-09-20 20:08:38,dfa5349b-5b92-4659-b303-302869bea556,7,3,2016-09-20 21:07:38,True,27
4969,2016-09-04 22:10:54,48561c96-9b02-4e08-9c26-df3c89798195,1,7,2016-09-12 01:50:18,False,7
4970,2016-09-07 15:03:32,48561c96-9b02-4e08-9c26-df3c89798195,2,10,2016-09-12 01:50:18,False,17
4971,2016-09-09 15:03:58,48561c96-9b02-4e08-9c26-df3c89798195,3,7,2016-09-12 01:50:18,False,24
4972,2016-09-12 01:01:18,48561c96-9b02-4e08-9c26-df3c89798195,4,2,2016-09-12 01:50:18,True,26
4977,2016-09-03 17:05:24,740cd651-9faf-409f-82eb-d746360b4b6e,1,4,2016-09-07 15:30:04,False,4
4978,2016-09-05 15:03:12,740cd651-9faf-409f-82eb-d746360b4b6e,2,1,2016-09-07 15:30:04,False,5
4979,2016-09-07 15:03:04,740cd651-9faf-409f-82eb-d746360b4b6e,3,1,2016-09-07 15:30:04,True,6
4980,2016-09-02 02:02:12,5d0142c0-9389-428f-b69d-088e5386f89c,1,1,2016-09-09 10:06:26,False,1
4981,2016-09-04 16:04:15,5d0142c0-9389-428f-b69d-088e5386f89c,2,13,2016-09-09 10:06:26,False,14
4982,2016-09-08 01:01:52,5d0142c0-9389-428f-b69d-088e5386f89c,3,7,2016-09-09 10:06:26,True,21
4990,2016-09-02 21:09:36,64ebe585-cddf-4449-9476-ee80beb8fafb,1,8,2016-09-04 07:57:39,False,8
4991,2016-09-04 07:07:39,64ebe585-cddf-4449-9476-ee80beb8fafb,2,1,2016-09-04 07:57:39,True,9
4996,2016-09-02 12:12:39,39d1df35-9f89-4858-bbce-af691b568839,1,1,2016-09-10 08:14:30,False,1
4997,2016-09-03 23:11:40,39d1df35-9f89-4858-bbce-af691b568839,2,7,2016-09-10 08:14:30,False,8
4998,2016-09-07 05:05:27,39d1df35-9f89-4858-bbce-af691b568839,3,2,2016-09-10 08:14:30,False,10
4999,2016-09-10 08:08:30,39d1df35-9f89-4858-bbce-af691b568839,4,6,2016-09-10 08:14:30,True,16
5005,2016-09-02 06:06:47,a7a815c2-0208-40b2-8409-6dbe7edd16b7,1,3,2016-09-08 04:45:59,False,3
5006,2016-09-05 22:10:33,a7a815c2-0208-40b2-8409-6dbe7edd16b7,2,4,2016-09-08 04:45:59,False,7
5007,2016-09-08 04:04:59,a7a815c2-0208-40b2-8409-6dbe7edd16b7,3,2,2016-09-08 04:45:59,True,9
5015,2016-09-04 17:05:24,a1ad232d-3371-4462-aa32-f7815b2964d5,1,10,2016-09-04 18:02:24,True,10
5016,2016-09-02 19:07:41,676bed8c-db19-46d0-95e9-191bac1f02c0,1,12,2016-09-02 19:52:41,True,12
5020,2016-09-03 07:07:49,1832cc42-14d2-4aee-83aa-bd38a36958e1,1,11,2016-09-06 05:40:32,False,11
5021,2016-09-06 05:05:32,1832cc42-14d2-4aee-83aa-bd38a36958e1,2,1,2016-09-06 05:40:32,True,12
5025,2016-09-03 11:11:43,b4496cca-cf83-4412-986f-2bd44002ad54,1,13,2016-09-05 04:02:52,False,13
5026,2016-09-05 03:03:52,b4496cca-cf83-4412-986f-2bd44002ad54,2,8,2016-09-05 04:02:52,True,21
5027,2016-09-02 03:03:06,870cfbce-4a1f-494d-98a7-59341da0fab5,1,6,2016-09-03 09:03:59,True,6
5035,2016-09-03 08:08:43,8f7e37dc-6c48-4e0e-8d7e-de1c3684c8a8,1,8,2016-09-07 06:33:53,False,8
5036,2016-09-04 23:11:15,8f7e37dc-6c48-4e0e-8d7e-de1c3684c8a8,2,4,2016-09-07 06:33:53,False,12
5037,2016-09-06 01:01:03,8f7e37dc-6c48-4e0e-8d7e-de1c3684c8a8,3,1,2016-09-07 06:33:53,False,13
5038,2016-09-07 06:06:53,8f7e37dc-6c48-4e0e-8d7e-de1c3684c8a8,4,28,2016-09-07 06:33:53,True,41
5044,2016-09-04 19:07:04,35890745-9dcb-44fc-8aec-c7fc46356bdc,1,6,2016-09-06 06:54:06,False,6
5045,2016-09-06 06:06:06,35890745-9dcb-44fc-8aec-c7fc46356bdc,2,7,2016-09-06 06:54:06,True,13
5048,2016-09-02 08:08:34,3e439cb2-1b41-4eee-a8b5-a40c189242a8,1,4,2016-09-06 18:12:18,False,4
5049,2016-09-03 22:10:04,3e439cb2-1b41-4eee-a8b5-a40c189242a8,2,1,2016-09-06 18:12:18,False,5
5050,2016-09-06 17:05:18,3e439cb2-1b41-4eee-a8b5-a40c189242a8,3,10,2016-09-06 18:12:18,True,15
5056,2016-09-02 04:04:47,c546da57-b6a5-4c10-9b47-8f6b73122ac3,1,5,2016-09-19 07:38:26,False,5
5057,2016-09-03 20:08:23,c546da57-b6a5-4c10-9b47-8f6b73122ac3,2,2,2016-09-19 07:38:26,False,7
5058,2016-09-06 16:04:20,c546da57-b6a5-4c10-9b47-8f6b73122ac3,3,3,2016-09-19 07:38:26,False,10
5059,2016-09-08 16:04:11,c546da57-b6a5-4c10-9b47-8f6b73122ac3,4,1,2016-09-19 07:38:26,False,11
5060,2016-09-11 05:05:17,c546da57-b6a5-4c10-9b47-8f6b73122ac3,5,6,2016-09-19 07:38:26,False,17
5061,2016-09-14 16:04:40,c546da57-b6a5-4c10-9b47-8f6b73122ac3,6,4,2016-09-19 07:38:26,False,21
5062,2016-09-17 08:08:00,c546da57-b6a5-4c10-9b47-8f6b73122ac3,7,1,2016-09-19 07:38:26,False,22
5063,2016-09-19 07:07:26,c546da57-b6a5-4c10-9b47-8f6b73122ac3,8,1,2016-09-19 07:38:26,True,23
5065,2016-09-02 01:01:37,90005933-0155-412b-a296-2759b22dedcc,1,5,2016-09-04 03:54:03,False,5
5066,2016-09-04 03:03:03,90005933-0155-412b-a296-2759b22dedcc,2,9,2016-09-04 03:54:03,True,14
5073,2016-09-02 20:08:27,f05f2229-caf5-4c54-b05b-0838925a2539,1,3,2016-09-12 02:29:03,False,3
5074,2016-09-05 06:06:43,f05f2229-caf5-4c54-b05b-0838925a2539,2,4,2016-09-12 02:29:03,False,7
5075,2016-09-07 11:11:24,f05f2229-caf5-4c54-b05b-0838925a2539,3,4,2016-09-12 02:29:03,False,11
5076,2016-09-09 14:02:15,f05f2229-caf5-4c54-b05b-0838925a2539,4,4,2016-09-12 02:29:03,False,15
5077,2016-09-12 02:02:03,f05f2229-caf5-4c54-b05b-0838925a2539,5,17,2016-09-12 02:29:03,True,32
5084,2016-09-02 02:02:19,a33a2a11-27fc-449e-ae30-7edd2d066dd0,1,3,2016-09-05 10:36:33,False,3
5085,2016-09-03 20:08:00,a33a2a11-27fc-449e-ae30-7edd2d066dd0,2,10,2016-09-05 10:36:33,False,13
5086,2016-09-05 10:10:33,a33a2a11-27fc-449e-ae30-7edd2d066dd0,3,3,2016-09-05 10:36:33,True,16
5088,2016-09-03 18:06:29,effaabe9-eadc-42d4-b6c5-7bbbe04c7109,1,3,2016-09-06 01:14:59,False,3
5089,2016-09-06 01:01:59,effaabe9-eadc-42d4-b6c5-7bbbe04c7109,2,21,2016-09-06 01:14:59,True,24
5096,2016-09-04 16:04:10,54b7459a-fca1-4d77-828d-f75e922c1f52,1,5,2016-09-12 08:03:30,False,5
5097,2016-09-06 06:06:09,54b7459a-fca1-4d77-828d-f75e922c1f52,2,7,2016-09-12 08:03:30,False,12
5098,2016-09-08 15:03:02,54b7459a-fca1-4d77-828d-f75e922c1f52,3,11,2016-09-12 08:03:30,False,23
5099,2016-09-12 07:07:30,54b7459a-fca1-4d77-828d-f75e922c1f52,4,14,2016-09-12 08:03:30,True,37
5105,2016-09-04 01:01:22,bf0751fe-67dd-4e73-9c87-9347934fc109,1,1,2016-09-07 08:22:53,False,1
5106,2016-09-07 08:08:53,bf0751fe-67dd-4e73-9c87-9347934fc109,2,18,2016-09-07 08:22:53,True,19
5115,2016-09-04 12:12:59,7f159537-a328-40f8-8eaf-360111168323,1,8,2016-09-07 17:39:40,False,8
5116,2016-09-07 17:05:40,7f159537-a328-40f8-8eaf-360111168323,2,5,2016-09-07 17:39:40,True,13
5125,2016-09-02 14:02:14,a33dd834-4ae4-4141-a450-0945b4eab7bb,1,5,2016-09-07 04:33:16,False,5
5126,2016-09-04 18:06:05,a33dd834-4ae4-4141-a450-0945b4eab7bb,2,14,2016-09-07 04:33:16,False,19
5127,2016-09-07 04:04:16,a33dd834-4ae4-4141-a450-0945b4eab7bb,3,4,2016-09-07 04:33:16,True,23
5129,2016-09-03 13:01:33,a9c49753-67b9-49fa-b7d3-415d5ac0cd66,1,2,2016-09-14 18:55:47,False,2
5130,2016-09-05 21:09:07,a9c49753-67b9-49fa-b7d3-415d5ac0cd66,2,8,2016-09-14 18:55:47,False,10
5131,2016-09-08 06:06:02,a9c49753-67b9-49fa-b7d3-415d5ac0cd66,3,1,2016-09-14 18:55:47,False,11
5132,2016-09-10 22:10:31,a9c49753-67b9-49fa-b7d3-415d5ac0cd66,4,1,2016-09-14 18:55:47,False,12
5133,2016-09-13 16:04:40,a9c49753-67b9-49fa-b7d3-415d5ac0cd66,5,8,2016-09-14 18:55:47,False,20
5134,2016-09-14 18:06:47,a9c49753-67b9-49fa-b7d3-415d5ac0cd66,6,1,2016-09-14 18:55:47,True,21
5135,2016-09-05 00:12:45,90588a34-621f-4ad8-97a4-62f93274571d,1,2,2016-09-10 02:17:47,False,2
5136,2016-09-06 17:05:01,90588a34-621f-4ad8-97a4-62f93274571d,2,3,2016-09-10 02:17:47,False,5
5137,2016-09-10 02:02:47,90588a34-621f-4ad8-97a4-62f93274571d,3,15,2016-09-10 02:17:47,True,20
5143,2016-09-02 14:02:50,3c1c7070-2e17-4cd3-b8e3-f7aa7b22d442,1,4,2016-09-05 05:21:28,False,4
5144,2016-09-05 05:05:28,3c1c7070-2e17-4cd3-b8e3-f7aa7b22d442,2,17,2016-09-05 05:21:28,True,21
5146,2016-09-03 19:07:41,e792eec2-e897-4321-9c65-52601e569e97,1,2,2016-09-07 16:41:01,False,2
5147,2016-09-07 16:04:01,e792eec2-e897-4321-9c65-52601e569e97,2,16,2016-09-07 16:41:01,True,18
5157,2016-09-04 07:07:24,53eec99c-7ad5-44cf-85f2-b64086384a45,1,6,2016-09-13 06:29:27,False,6
5158,2016-09-06 05:05:57,53eec99c-7ad5-44cf-85f2-b64086384a45,2,7,2016-09-13 06:29:27,False,13
5159,2016-09-09 21:09:24,53eec99c-7ad5-44cf-85f2-b64086384a45,3,1,2016-09-13 06:29:27,False,14
5160,2016-09-13 06:06:27,53eec99c-7ad5-44cf-85f2-b64086384a45,4,3,2016-09-13 06:29:27,True,17
5165,2016-09-03 20:08:31,503c55fa-0142-4e66-95c4-751f98214bd7,1,11,2016-09-10 10:55:53,False,11
5166,2016-09-06 19:07:13,503c55fa-0142-4e66-95c4-751f98214bd7,2,5,2016-09-10 10:55:53,False,16
5167,2016-09-10 10:10:53,503c55fa-0142-4e66-95c4-751f98214bd7,3,15,2016-09-10 10:55:53,True,31
5168,2016-09-04 05:05:01,15857fe2-f73b-44de-8b55-ff4f9103a38f,1,12,2016-09-09 00:04:35,False,12
5169,2016-09-07 18:06:20,15857fe2-f73b-44de-8b55-ff4f9103a38f,2,7,2016-09-09 00:04:35,False,19
5170,2016-09-08 23:11:35,15857fe2-f73b-44de-8b55-ff4f9103a38f,3,5,2016-09-09 00:04:35,True,24
5184,2016-09-04 11:11:44,87cd0ee7-8ec5-4a41-a2b6-489089dce7a3,1,9,2016-09-12 02:14:14,False,9
5185,2016-09-08 07:07:41,87cd0ee7-8ec5-4a41-a2b6-489089dce7a3,2,4,2016-09-12 02:14:14,False,13
5186,2016-09-12 02:02:14,87cd0ee7-8ec5-4a41-a2b6-489089dce7a3,3,6,2016-09-12 02:14:14,True,19
5189,2016-09-03 17:05:54,a4e2c778-5731-435a-8084-e6ce11028c9c,1,8,2016-09-08 07:41:23,False,8
5190,2016-09-05 16:04:03,a4e2c778-5731-435a-8084-e6ce11028c9c,2,10,2016-09-08 07:41:23,False,18
5191,2016-09-08 07:07:23,a4e2c778-5731-435a-8084-e6ce11028c9c,3,9,2016-09-08 07:41:23,True,27
5198,2016-09-04 12:12:34,8b339853-92a9-4a11-9b90-ad1402c01cb1,1,4,2016-09-11 20:07:31,False,4
5199,2016-09-06 11:11:45,8b339853-92a9-4a11-9b90-ad1402c01cb1,2,1,2016-09-11 20:07:31,False,5
5200,2016-09-07 23:11:00,8b339853-92a9-4a11-9b90-ad1402c01cb1,3,6,2016-09-11 20:07:31,True,11
5205,2016-09-03 07:07:25,1db952b8-7c7b-4693-9258-39cd4aa8b056,1,7,2016-09-06 06:35:32,False,7
5206,2016-09-04 09:09:16,1db952b8-7c7b-4693-9258-39cd4aa8b056,2,7,2016-09-06 06:35:32,False,14
5207,2016-09-06 06:06:32,1db952b8-7c7b-4693-9258-39cd4aa8b056,3,2,2016-09-06 06:35:32,True,16
5210,2016-09-03 21:09:21,c743e134-0098-4441-ab1c-3505b4ac902c,1,2,2016-09-09 09:00:00,False,2
5211,2016-09-06 10:10:00,c743e134-0098-4441-ab1c-3505b4ac902c,2,8,2016-09-09 09:00:00,False,10
5212,2016-09-09 08:08:00,c743e134-0098-4441-ab1c-3505b4ac902c,3,9,2016-09-09 09:00:00,True,19
5215,2016-09-02 17:05:19,68f1a965-b18e-4b32-b936-fc72ee157490,1,12,2016-09-09 11:38:01,False,12
5216,2016-09-06 07:07:44,68f1a965-b18e-4b32-b936-fc72ee157490,2,4,2016-09-09 11:38:01,False,16
5217,2016-09-09 11:11:01,68f1a965-b18e-4b32-b936-fc72ee157490,3,1,2016-09-09 11:38:01,True,17
5229,2016-09-02 07:07:37,4cab4d30-e64d-4aa9-a76f-44a52deb9e87,1,2,2016-09-11 09:45:34,False,2
5230,2016-09-04 10:10:48,4cab4d30-e64d-4aa9-a76f-44a52deb9e87,2,1,2016-09-11 09:45:34,False,3
5231,2016-09-05 12:12:24,4cab4d30-e64d-4aa9-a76f-44a52deb9e87,3,8,2016-09-11 09:45:34,False,11
