,datetime_session,user_id,session_number,pageviews,datetime_first_engagement
8167,2016-09-04 09:09:59,235721ed-7222-4c17-9cde-f42986d2435c,1,3,
8168,2016-09-06 21:09:34,235721ed-7222-4c17-9cde-f42986d2435c,2,1,
8169,2016-09-09 09:09:04,235721ed-7222-4c17-9cde-f42986d2435c,3,2,
8170,2016-09-10 17:05:14,235721ed-7222-4c17-9cde-f42986d2435c,4,3,
8171,2016-09-13 23:11:15,235721ed-7222-4c17-9cde-f42986d2435c,5,3,
8172,2016-09-15 02:02:28,235721ed-7222-4c17-9cde-f42986d2435c,6,1,
8173,2016-09-04 23:11:12,3a5e71a0-94df-43ef-b06a-ee96be8dcb32,1,4,2016-09-10 01:25:57
8174,2016-09-06 11:11:53,3a5e71a0-94df-43ef-b06a-ee96be8dcb32,2,10,2016-09-10 01:25:57
8175,2016-09-10 01:01:57,3a5e71a0-94df-43ef-b06a-ee96be8dcb32,3,3,2016-09-10 01:25:57
8176,2016-09-13 09:09:04,3a5e71a0-94df-43ef-b06a-ee96be8dcb32,4,12,2016-09-10 01:25:57
8177,2016-09-16 15:03:28,3a5e71a0-94df-43ef-b06a-ee96be8dcb32,5,5,2016-09-10 01:25:57
8178,2016-09-19 10:10:57,3a5e71a0-94df-43ef-b06a-ee96be8dcb32,6,13,2016-09-10 01:25:57
8179,2016-09-21 20:08:41,3a5e71a0-94df-43ef-b06a-ee96be8dcb32,7,3,2016-09-10 01:25:57
8180,2016-09-04 21:09:26,6ed6c3d1-a245-41d8-b8b7-1dd37e4eaed0,1,2,
8181,2016-09-02 16:04:52,b3720ccb-d728-4cc3-88c4-481b9a8a3276,1,1,2016-09-17 08:52:25
8182,2016-09-06 07:07:02,b3720ccb-d728-4cc3-88c4-481b9a8a3276,2,1,2016-09-17 08:52:25
8183,2016-09-08 03:03:30,b3720ccb-d728-4cc3-88c4-481b9a8a3276,3,6,2016-09-17 08:52:25
8184,2016-09-10 02:02:26,b3720ccb-d728-4cc3-88c4-481b9a8a3276,4,8,2016-09-17 08:52:25
8185,2016-09-11 10:10:39,b3720ccb-d728-4cc3-88c4-481b9a8a3276,5,1,2016-09-17 08:52:25
8186,2016-09-14 23:11:19,b3720ccb-d728-4cc3-88c4-481b9a8a3276,6,2,2016-09-17 08:52:25
8187,2016-09-17 08:08:25,b3720ccb-d728-4cc3-88c4-481b9a8a3276,7,1,2016-09-17 08:52:25
8188,2016-09-02 11:11:03,1c413537-affc-41c9-8cee-dac9f44a5e80,1,4,2016-09-06 02:14:11
8189,2016-09-04 10:10:52,1c413537-affc-41c9-8cee-dac9f44a5e80,2,10,2016-09-06 02:14:11
8190,2016-09-06 01:01:11,1c413537-affc-41c9-8cee-dac9f44a5e80,3,2,2016-09-06 02:14:11
8191,2016-09-08 16:04:44,1c413537-affc-41c9-8cee-dac9f44a5e80,4,9,2016-09-06 02:14:11
8192,2016-09-04 20:08:54,0d707e06-4b15-458a-ab27-39f263b6e517,1,2,2016-09-12 22:01:38
8193,2016-09-06 23:11:58,0d707e06-4b15-458a-ab27-39f263b6e517,2,5,2016-09-12 22:01:38
8194,2016-09-09 15:03:55,0d707e06-4b15-458a-ab27-39f263b6e517,3,4,2016-09-12 22:01:38
8195,2016-09-12 21:09:38,0d707e06-4b15-458a-ab27-39f263b6e517,4,11,2016-09-12 22:01:38
8196,2016-09-14 12:12:25,0d707e06-4b15-458a-ab27-39f263b6e517,5,1,2016-09-12 22:01:38
8197,2016-09-17 01:01:37,0d707e06-4b15-458a-ab27-39f263b6e517,6,4,2016-09-12 22:01:38
8198,2016-09-20 09:09:45,0d707e06-4b15-458a-ab27-39f263b6e517,7,6,2016-09-12 22:01:38
8199,2016-09-23 13:01:51,0d707e06-4b15-458a-ab27-39f263b6e517,8,26,2016-09-12 22:01:38
8200,2016-09-25 16:04:59,0d707e06-4b15-458a-ab27-39f263b6e517,9,21,2016-09-12 22:01:38
8201,2016-09-29 01:01:56,0d707e06-4b15-458a-ab27-39f263b6e517,10,11,2016-09-12 22:01:38
8202,2016-09-04 06:06:52,5423f050-230e-441f-a5f3-188695850c75,1,1,
8203,2016-09-07 23:11:20,5423f050-230e-441f-a5f3-188695850c75,2,5,
8204,2016-09-10 01:01:57,5423f050-230e-441f-a5f3-188695850c75,3,19,
8205,2016-09-02 10:10:35,556e5553-caa8-4b07-b45b-15061fffd0db,1,5,2016-09-10 05:57:09
8206,2016-09-03 16:04:50,556e5553-caa8-4b07-b45b-15061fffd0db,2,4,2016-09-10 05:57:09
8207,2016-09-05 09:09:09,556e5553-caa8-4b07-b45b-15061fffd0db,3,8,2016-09-10 05:57:09
8208,2016-09-07 19:07:42,556e5553-caa8-4b07-b45b-15061fffd0db,4,6,2016-09-10 05:57:09
8209,2016-09-10 05:05:09,556e5553-caa8-4b07-b45b-15061fffd0db,5,9,2016-09-10 05:57:09
8210,2016-09-12 05:05:29,556e5553-caa8-4b07-b45b-15061fffd0db,6,8,2016-09-10 05:57:09
8211,2016-09-13 13:01:32,556e5553-caa8-4b07-b45b-15061fffd0db,7,7,2016-09-10 05:57:09
8212,2016-09-16 18:06:32,556e5553-caa8-4b07-b45b-15061fffd0db,8,5,2016-09-10 05:57:09
8213,2016-09-20 12:12:17,556e5553-caa8-4b07-b45b-15061fffd0db,9,7,2016-09-10 05:57:09
8214,2016-09-23 05:05:49,556e5553-caa8-4b07-b45b-15061fffd0db,10,2,2016-09-10 05:57:09
8215,2016-09-03 23:11:10,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,1,7,2016-09-09 03:30:30
8216,2016-09-06 19:07:46,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,2,8,2016-09-09 03:30:30
8217,2016-09-09 03:03:30,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,3,11,2016-09-09 03:30:30
8218,2016-09-10 22:10:41,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,4,12,2016-09-09 03:30:30
8219,2016-09-13 02:02:28,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,5,2,2016-09-09 03:30:30
8220,2016-09-14 16:04:58,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,6,5,2016-09-09 03:30:30
8221,2016-09-18 14:02:51,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,7,5,2016-09-09 03:30:30
8222,2016-09-20 00:12:02,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,8,1,2016-09-09 03:30:30
8223,2016-09-21 13:01:24,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,9,1,2016-09-09 03:30:30
8224,2016-09-23 10:10:32,479e50b5-0f5e-4a7c-84dd-ce29974e75ea,10,4,2016-09-09 03:30:30
8225,2016-09-02 14:02:29,eda42be5-e681-4cdb-b5b3-1a89c5b039b9,1,24,2016-09-02 14:59:29
8226,2016-09-04 17:05:13,eda42be5-e681-4cdb-b5b3-1a89c5b039b9,2,22,2016-09-02 14:59:29
8227,2016-09-05 22:10:19,eda42be5-e681-4cdb-b5b3-1a89c5b039b9,3,1,2016-09-02 14:59:29
8228,2016-09-07 11:11:17,eda42be5-e681-4cdb-b5b3-1a89c5b039b9,4,2,2016-09-02 14:59:29
8229,2016-09-10 09:09:39,eda42be5-e681-4cdb-b5b3-1a89c5b039b9,5,6,2016-09-02 14:59:29
8230,2016-09-13 01:01:07,eda42be5-e681-4cdb-b5b3-1a89c5b039b9,6,1,2016-09-02 14:59:29
8231,2016-09-14 11:11:55,eda42be5-e681-4cdb-b5b3-1a89c5b039b9,7,4,2016-09-02 14:59:29
8232,2016-09-04 07:07:39,d0ff6384-5a71-439d-a87d-bb59d9f78ba0,1,1,2016-09-12 08:14:28
8233,2016-09-07 02:02:29,d0ff6384-5a71-439d-a87d-bb59d9f78ba0,2,11,2016-09-12 08:14:28
8234,2016-09-08 17:05:09,d0ff6384-5a71-439d-a87d-bb59d9f78ba0,3,7,2016-09-12 08:14:28
8235,2016-09-12 07:07:28,d0ff6384-5a71-439d-a87d-bb59d9f78ba0,4,3,2016-09-12 08:14:28
8236,2016-09-15 12:12:06,d0ff6384-5a71-439d-a87d-bb59d9f78ba0,5,15,2016-09-12 08:14:28
8237,2016-09-18 00:12:45,d0ff6384-5a71-439d-a87d-bb59d9f78ba0,6,6,2016-09-12 08:14:28
8238,2016-09-19 08:08:19,d0ff6384-5a71-439d-a87d-bb59d9f78ba0,7,2,2016-09-12 08:14:28
8239,2016-09-03 13:01:06,0b9ddc52-ca2d-4e48-9d1d-362d3c7b6d4d,1,19,2016-09-03 13:50:06
8240,2016-09-05 03:03:25,0b9ddc52-ca2d-4e48-9d1d-362d3c7b6d4d,2,4,2016-09-03 13:50:06
8241,2016-09-03 21:09:42,fa987772-2f0c-4a70-bd79-5e64fcad1a2c,1,3,2016-09-14 18:26:53
8242,2016-09-06 04:04:21,fa987772-2f0c-4a70-bd79-5e64fcad1a2c,2,2,2016-09-14 18:26:53
8243,2016-09-09 10:10:59,fa987772-2f0c-4a70-bd79-5e64fcad1a2c,3,1,2016-09-14 18:26:53
8244,2016-09-11 22:10:45,fa987772-2f0c-4a70-bd79-5e64fcad1a2c,4,14,2016-09-14 18:26:53
8245,2016-09-14 18:06:53,fa987772-2f0c-4a70-bd79-5e64fcad1a2c,5,2,2016-09-14 18:26:53
8246,2016-09-17 10:10:35,fa987772-2f0c-4a70-bd79-5e64fcad1a2c,6,2,2016-09-14 18:26:53
8247,2016-09-20 14:02:19,fa987772-2f0c-4a70-bd79-5e64fcad1a2c,7,3,2016-09-14 18:26:53
8248,2016-09-03 00:12:53,20f2290c-3014-4890-b16d-ae23966ba474,1,3,2016-09-08 03:01:26
8249,2016-09-04 05:05:03,20f2290c-3014-4890-b16d-ae23966ba474,2,2,2016-09-08 03:01:26
8250,2016-09-08 02:02:26,20f2290c-3014-4890-b16d-ae23966ba474,3,29,2016-09-08 03:01:26
8251,2016-09-09 16:04:02,20f2290c-3014-4890-b16d-ae23966ba474,4,1,2016-09-08 03:01:26
8252,2016-09-12 03:03:14,20f2290c-3014-4890-b16d-ae23966ba474,5,2,2016-09-08 03:01:26
8253,2016-09-15 07:07:24,20f2290c-3014-4890-b16d-ae23966ba474,6,3,2016-09-08 03:01:26
8254,2016-09-17 21:09:09,20f2290c-3014-4890-b16d-ae23966ba474,7,5,2016-09-08 03:01:26
8255,2016-09-20 22:10:54,20f2290c-3014-4890-b16d-ae23966ba474,8,4,2016-09-08 03:01:26
8256,2016-09-02 22:10:34,69f5bef2-11e4-4f84-8088-4135111e9f5e,1,3,
8257,2016-09-06 20:08:47,69f5bef2-11e4-4f84-8088-4135111e9f5e,2,2,
8258,2016-09-10 08:08:27,69f5bef2-11e4-4f84-8088-4135111e9f5e,3,1,
8259,2016-09-12 20:08:25,69f5bef2-11e4-4f84-8088-4135111e9f5e,4,2,
8260,2016-09-02 19:07:27,6ef5a427-3ba6-41ac-a7da-adda27f035ca,1,2,2016-09-10 01:05:50
8261,2016-09-05 23:11:35,6ef5a427-3ba6-41ac-a7da-adda27f035ca,2,1,2016-09-10 01:05:50
8262,2016-09-07 03:03:31,6ef5a427-3ba6-41ac-a7da-adda27f035ca,3,1,2016-09-10 01:05:50
8263,2016-09-10 00:12:50,6ef5a427-3ba6-41ac-a7da-adda27f035ca,4,9,2016-09-10 01:05:50
8264,2016-09-11 19:07:54,6ef5a427-3ba6-41ac-a7da-adda27f035ca,5,17,2016-09-10 01:05:50
8265,2016-09-13 10:10:06,6ef5a427-3ba6-41ac-a7da-adda27f035ca,6,6,2016-09-10 01:05:50
8266,2016-09-14 13:01:13,6ef5a427-3ba6-41ac-a7da-adda27f035ca,7,1,2016-09-10 01:05:50
8267,2016-09-04 08:08:18,f598f57c-4073-4e7c-abb6-d312b7ab4225,1,6,2016-09-04 08:44:18
8268,2016-09-07 05:05:46,f598f57c-4073-4e7c-abb6-d312b7ab4225,2,3,2016-09-04 08:44:18
8269,2016-09-08 14:02:21,f598f57c-4073-4e7c-abb6-d312b7ab4225,3,1,2016-09-04 08:44:18
8270,2016-09-10 20:08:08,f598f57c-4073-4e7c-abb6-d312b7ab4225,4,12,2016-09-04 08:44:18
8271,2016-09-13 05:05:42,f598f57c-4073-4e7c-abb6-d312b7ab4225,5,2,2016-09-04 08:44:18
8272,2016-09-14 18:06:58,f598f57c-4073-4e7c-abb6-d312b7ab4225,6,7,2016-09-04 08:44:18
8273,2016-09-16 14:02:23,f598f57c-4073-4e7c-abb6-d312b7ab4225,7,8,2016-09-04 08:44:18
8274,2016-09-03 22:10:07,2786f06e-b71e-482c-a3d6-ec446aff8782,1,9,2016-09-05 19:14:30
8275,2016-09-05 19:07:30,2786f06e-b71e-482c-a3d6-ec446aff8782,2,5,2016-09-05 19:14:30
8276,2016-09-08 17:05:30,2786f06e-b71e-482c-a3d6-ec446aff8782,3,3,2016-09-05 19:14:30
8277,2016-09-10 05:05:48,2786f06e-b71e-482c-a3d6-ec446aff8782,4,23,2016-09-05 19:14:30
8278,2016-09-13 10:10:02,2786f06e-b71e-482c-a3d6-ec446aff8782,5,10,2016-09-05 19:14:30
8279,2016-09-14 23:11:15,2786f06e-b71e-482c-a3d6-ec446aff8782,6,23,2016-09-05 19:14:30
8280,2016-09-19 00:12:42,2786f06e-b71e-482c-a3d6-ec446aff8782,7,2,2016-09-05 19:14:30
8281,2016-09-21 22:10:32,2786f06e-b71e-482c-a3d6-ec446aff8782,8,13,2016-09-05 19:14:30
8282,2016-09-25 04:04:06,2786f06e-b71e-482c-a3d6-ec446aff8782,9,5,2016-09-05 19:14:30
8283,2016-09-04 01:01:33,dfe8d39c-8693-4243-bee7-b56bfdcf6f80,1,5,2016-09-10 07:29:05
8284,2016-09-06 12:12:32,dfe8d39c-8693-4243-bee7-b56bfdcf6f80,2,1,2016-09-10 07:29:05
8285,2016-09-10 07:07:05,dfe8d39c-8693-4243-bee7-b56bfdcf6f80,3,7,2016-09-10 07:29:05
8286,2016-09-12 15:03:39,dfe8d39c-8693-4243-bee7-b56bfdcf6f80,4,7,2016-09-10 07:29:05
8287,2016-09-16 09:09:13,dfe8d39c-8693-4243-bee7-b56bfdcf6f80,5,2,2016-09-10 07:29:05
8288,2016-09-04 21:09:24,04405b7c-688f-4930-a79d-1d69bdbade9d,1,3,
8289,2016-09-06 23:11:04,04405b7c-688f-4930-a79d-1d69bdbade9d,2,1,
8290,2016-09-03 08:08:53,a758fb8e-5cea-4870-93aa-55e45a5a86de,1,3,2016-09-13 04:22:27
8291,2016-09-05 23:11:06,a758fb8e-5cea-4870-93aa-55e45a5a86de,2,3,2016-09-13 04:22:27
8292,2016-09-09 14:02:35,a758fb8e-5cea-4870-93aa-55e45a5a86de,3,2,2016-09-13 04:22:27
8293,2016-09-11 22:10:49,a758fb8e-5cea-4870-93aa-55e45a5a86de,4,10,2016-09-13 04:22:27
8294,2016-09-13 04:04:27,a758fb8e-5cea-4870-93aa-55e45a5a86de,5,1,2016-09-13 04:22:27
8295,2016-09-15 06:06:34,a758fb8e-5cea-4870-93aa-55e45a5a86de,6,12,2016-09-13 04:22:27
8296,2016-09-02 16:04:34,1854d600-677b-43a1-b0a3-5a85d9c20fac,1,1,2016-09-17 12:26:00
8297,2016-09-05 15:03:54,1854d600-677b-43a1-b0a3-5a85d9c20fac,2,1,2016-09-17 12:26:00
8298,2016-09-07 00:12:15,1854d600-677b-43a1-b0a3-5a85d9c20fac,3,5,2016-09-17 12:26:00
8299,2016-09-09 13:01:15,1854d600-677b-43a1-b0a3-5a85d9c20fac,4,8,2016-09-17 12:26:00
8300,2016-09-12 00:12:52,1854d600-677b-43a1-b0a3-5a85d9c20fac,5,3,2016-09-17 12:26:00
8301,2016-09-15 17:05:14,1854d600-677b-43a1-b0a3-5a85d9c20fac,6,5,2016-09-17 12:26:00
8302,2016-09-17 12:12:00,1854d600-677b-43a1-b0a3-5a85d9c20fac,7,4,2016-09-17 12:26:00
8303,2016-09-20 21:09:25,1854d600-677b-43a1-b0a3-5a85d9c20fac,8,5,2016-09-17 12:26:00
8304,2016-09-22 03:03:44,1854d600-677b-43a1-b0a3-5a85d9c20fac,9,7,2016-09-17 12:26:00
8305,2016-09-02 11:11:55,b97c78cf-fdf1-4b82-9085-83c696af1103,1,4,2016-09-11 15:12:43
8306,2016-09-06 05:05:35,b97c78cf-fdf1-4b82-9085-83c696af1103,2,1,2016-09-11 15:12:43
8307,2016-09-10 05:05:09,b97c78cf-fdf1-4b82-9085-83c696af1103,3,3,2016-09-11 15:12:43
8308,2016-09-11 14:02:43,b97c78cf-fdf1-4b82-9085-83c696af1103,4,5,2016-09-11 15:12:43
8309,2016-09-14 09:09:06,b97c78cf-fdf1-4b82-9085-83c696af1103,5,4,2016-09-11 15:12:43
8310,2016-09-16 17:05:14,b97c78cf-fdf1-4b82-9085-83c696af1103,6,5,2016-09-11 15:12:43
8311,2016-09-18 22:10:14,b97c78cf-fdf1-4b82-9085-83c696af1103,7,9,2016-09-11 15:12:43
8312,2016-09-04 19:07:11,638ace69-279b-46fb-891e-d6fbc813a46d,1,3,2016-09-09 17:31:06
8313,2016-09-07 06:06:58,638ace69-279b-46fb-891e-d6fbc813a46d,2,1,2016-09-09 17:31:06
8314,2016-09-09 17:05:06,638ace69-279b-46fb-891e-d6fbc813a46d,3,7,2016-09-09 17:31:06
8315,2016-09-12 02:02:28,638ace69-279b-46fb-891e-d6fbc813a46d,4,3,2016-09-09 17:31:06
8316,2016-09-15 14:02:48,638ace69-279b-46fb-891e-d6fbc813a46d,5,20,2016-09-09 17:31:06
8317,2016-09-17 23:11:51,638ace69-279b-46fb-891e-d6fbc813a46d,6,1,2016-09-09 17:31:06
8318,2016-09-21 00:12:51,638ace69-279b-46fb-891e-d6fbc813a46d,7,3,2016-09-09 17:31:06
8319,2016-09-22 03:03:54,638ace69-279b-46fb-891e-d6fbc813a46d,8,3,2016-09-09 17:31:06
8320,2016-09-02 10:10:40,a7eff2e6-8082-4f60-b505-2fbeecc529a7,1,2,2016-09-05 06:25:38
8321,2016-09-03 20:08:43,a7eff2e6-8082-4f60-b505-2fbeecc529a7,2,9,2016-09-05 06:25:38
8322,2016-09-05 06:06:38,a7eff2e6-8082-4f60-b505-2fbeecc529a7,3,6,2016-09-05 06:25:38
8323,2016-09-06 08:08:00,a7eff2e6-8082-4f60-b505-2fbeecc529a7,4,11,2016-09-05 06:25:38
8324,2016-09-09 06:06:08,a7eff2e6-8082-4f60-b505-2fbeecc529a7,5,2,2016-09-05 06:25:38
8325,2016-09-02 18:06:13,ebf695ab-2670-4b17-91a5-5d0afffa44f3,1,2,2016-09-13 00:17:53
8326,2016-09-04 03:03:10,ebf695ab-2670-4b17-91a5-5d0afffa44f3,2,1,2016-09-13 00:17:53
8327,2016-09-07 23:11:04,ebf695ab-2670-4b17-91a5-5d0afffa44f3,3,2,2016-09-13 00:17:53
8328,2016-09-09 03:03:23,ebf695ab-2670-4b17-91a5-5d0afffa44f3,4,16,2016-09-13 00:17:53
8329,2016-09-10 21:09:04,ebf695ab-2670-4b17-91a5-5d0afffa44f3,5,7,2016-09-13 00:17:53
8330,2016-09-13 00:12:53,ebf695ab-2670-4b17-91a5-5d0afffa44f3,6,4,2016-09-13 00:17:53
8331,2016-09-15 15:03:32,ebf695ab-2670-4b17-91a5-5d0afffa44f3,7,2,2016-09-13 00:17:53
8332,2016-09-02 13:01:05,3ea9734c-6fe7-4b41-9fec-3c2cb4fc624f,1,1,2016-09-04 18:58:21
8333,2016-09-04 18:06:21,3ea9734c-6fe7-4b41-9fec-3c2cb4fc624f,2,14,2016-09-04 18:58:21
8334,2016-09-07 18:06:51,3ea9734c-6fe7-4b41-9fec-3c2cb4fc624f,3,9,2016-09-04 18:58:21
8335,2016-09-04 15:03:56,0100cad4-8b6d-47f6-ab33-52ab3a9191aa,1,15,2016-09-08 10:23:10
8336,2016-09-08 10:10:10,0100cad4-8b6d-47f6-ab33-52ab3a9191aa,2,6,2016-09-08 10:23:10
8337,2016-09-10 07:07:43,0100cad4-8b6d-47f6-ab33-52ab3a9191aa,3,2,2016-09-08 10:23:10
8338,2016-09-12 00:12:49,0100cad4-8b6d-47f6-ab33-52ab3a9191aa,4,28,2016-09-08 10:23:10
8339,2016-09-14 12:12:24,0100cad4-8b6d-47f6-ab33-52ab3a9191aa,5,1,2016-09-08 10:23:10
8340,2016-09-17 05:05:34,0100cad4-8b6d-47f6-ab33-52ab3a9191aa,6,1,2016-09-08 10:23:10
8341,2016-09-21 06:06:07,0100cad4-8b6d-47f6-ab33-52ab3a9191aa,7,1,2016-09-08 10:23:10
8342,2016-09-02 17:05:05,75459c72-3bda-4e98-83b1-cb84e59ff3ab,1,1,2016-09-15 15:27:07
8343,2016-09-06 16:04:25,75459c72-3bda-4e98-83b1-cb84e59ff3ab,2,5,2016-09-15 15:27:07
8344,2016-09-09 22:10:01,75459c72-3bda-4e98-83b1-cb84e59ff3ab,3,3,2016-09-15 15:27:07
8345,2016-09-12 10:10:58,75459c72-3bda-4e98-83b1-cb84e59ff3ab,4,1,2016-09-15 15:27:07
8346,2016-09-13 20:08:50,75459c72-3bda-4e98-83b1-cb84e59ff3ab,5,2,2016-09-15 15:27:07
8347,2016-09-15 15:03:07,75459c72-3bda-4e98-83b1-cb84e59ff3ab,6,8,2016-09-15 15:27:07
8348,2016-09-18 23:11:26,75459c72-3bda-4e98-83b1-cb84e59ff3ab,7,5,2016-09-15 15:27:07
8349,2016-09-20 22:10:42,75459c72-3bda-4e98-83b1-cb84e59ff3ab,8,10,2016-09-15 15:27:07
8350,2016-09-24 07:07:56,75459c72-3bda-4e98-83b1-cb84e59ff3ab,9,4,2016-09-15 15:27:07
8351,2016-09-26 14:02:57,75459c72-3bda-4e98-83b1-cb84e59ff3ab,10,1,2016-09-15 15:27:07
8352,2016-09-04 18:06:10,f6ecac47-4b12-4609-b9b0-82be78cb5776,1,1,
8353,2016-09-06 23:11:04,f6ecac47-4b12-4609-b9b0-82be78cb5776,2,1,
8354,2016-09-08 10:10:24,f6ecac47-4b12-4609-b9b0-82be78cb5776,3,6,
8355,2016-09-11 18:06:45,f6ecac47-4b12-4609-b9b0-82be78cb5776,4,4,
8356,2016-09-02 07:07:44,a16336a2-1f4c-4d11-bf1d-1b9fd1b72a71,1,1,2016-09-06 17:39:15
8357,2016-09-05 09:09:46,a16336a2-1f4c-4d11-bf1d-1b9fd1b72a71,2,5,2016-09-06 17:39:15
8358,2016-09-06 17:05:15,a16336a2-1f4c-4d11-bf1d-1b9fd1b72a71,3,11,2016-09-06 17:39:15
8359,2016-09-10 14:02:35,a16336a2-1f4c-4d11-bf1d-1b9fd1b72a71,4,5,2016-09-06 17:39:15
8360,2016-09-12 13:01:19,a16336a2-1f4c-4d11-bf1d-1b9fd1b72a71,5,19,2016-09-06 17:39:15
8361,2016-09-04 14:02:39,f229a479-f95d-4d2c-8d7b-e1f367eeb091,1,4,2016-09-12 01:03:54
8362,2016-09-05 17:05:49,f229a479-f95d-4d2c-8d7b-e1f367eeb091,2,9,2016-09-12 01:03:54
8363,2016-09-08 15:03:21,f229a479-f95d-4d2c-8d7b-e1f367eeb091,3,5,2016-09-12 01:03:54
8364,2016-09-12 00:12:54,f229a479-f95d-4d2c-8d7b-e1f367eeb091,4,1,2016-09-12 01:03:54
8365,2016-09-02 08:08:16,e67d455d-85ca-41ab-9ef5-b49317354074,1,2,
8366,2016-09-04 01:01:50,e67d455d-85ca-41ab-9ef5-b49317354074,2,1,
8367,2016-09-05 08:08:11,e67d455d-85ca-41ab-9ef5-b49317354074,3,2,
8368,2016-09-06 23:11:19,e67d455d-85ca-41ab-9ef5-b49317354074,4,3,
8369,2016-09-03 04:04:31,9662c645-dddf-483b-82a4-f0b38de69905,1,21,2016-09-05 23:20:43
8370,2016-09-05 23:11:43,9662c645-dddf-483b-82a4-f0b38de69905,2,4,2016-09-05 23:20:43
8371,2016-09-07 21:09:40,9662c645-dddf-483b-82a4-f0b38de69905,3,2,2016-09-05 23:20:43
8372,2016-09-11 06:06:14,9662c645-dddf-483b-82a4-f0b38de69905,4,1,2016-09-05 23:20:43
8373,2016-09-14 06:06:24,9662c645-dddf-483b-82a4-f0b38de69905,5,3,2016-09-05 23:20:43
8374,2016-09-15 10:10:28,9662c645-dddf-483b-82a4-f0b38de69905,6,5,2016-09-05 23:20:43
8375,2016-09-19 02:02:25,9662c645-dddf-483b-82a4-f0b38de69905,7,5,2016-09-05 23:20:43
8376,2016-09-04 09:09:39,1c06c8a3-f13e-4cc3-805c-6ffa99b29bfb,1,5,
8377,2016-09-05 21:09:22,1c06c8a3-f13e-4cc3-805c-6ffa99b29bfb,2,1,
8378,2016-09-07 18:06:38,1c06c8a3-f13e-4cc3-805c-6ffa99b29bfb,3,1,
8379,2016-09-03 14:02:41,947df23d-7859-4a39-b618-1e626e5feb15,1,3,2016-09-11 04:27:33
8380,2016-09-05 17:05:13,947df23d-7859-4a39-b618-1e626e5feb15,2,5,2016-09-11 04:27:33
8381,2016-09-08 12:12:29,947df23d-7859-4a39-b618-1e626e5feb15,3,22,2016-09-11 04:27:33
8382,2016-09-11 04:04:33,947df23d-7859-4a39-b618-1e626e5feb15,4,5,2016-09-11 04:27:33
8383,2016-09-13 03:03:14,947df23d-7859-4a39-b618-1e626e5feb15,5,10,2016-09-11 04:27:33
8384,2016-09-05 00:12:04,f947fca1-12f9-4918-b397-75efa3a10627,1,6,2016-09-08 18:35:34
8385,2016-09-08 18:06:34,f947fca1-12f9-4918-b397-75efa3a10627,2,7,2016-09-08 18:35:34
8386,2016-09-04 18:06:52,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,1,4,2016-09-12 20:59:02
8387,2016-09-06 12:12:47,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,2,4,2016-09-12 20:59:02
8388,2016-09-10 00:12:53,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,3,1,2016-09-12 20:59:02
8389,2016-09-12 20:08:02,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,4,12,2016-09-12 20:59:02
8390,2016-09-14 03:03:34,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,5,1,2016-09-12 20:59:02
8391,2016-09-15 21:09:26,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,6,9,2016-09-12 20:59:02
8392,2016-09-18 10:10:50,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,7,9,2016-09-12 20:59:02
8393,2016-09-20 20:08:11,1d79e6a8-2725-4161-ba4f-b30cdf1d1468,8,2,2016-09-12 20:59:02
8394,2016-09-02 18:06:49,df51d9d1-5c8d-41b2-86bd-12cb3fdbe12c,1,3,
8395,2016-09-02 01:01:15,ccbeefaa-c52d-4719-b11c-80702679018d,1,4,2016-09-11 12:44:50
8396,2016-09-03 17:05:54,ccbeefaa-c52d-4719-b11c-80702679018d,2,2,2016-09-11 12:44:50
8397,2016-09-06 11:11:15,ccbeefaa-c52d-4719-b11c-80702679018d,3,6,2016-09-11 12:44:50
8398,2016-09-08 09:09:54,ccbeefaa-c52d-4719-b11c-80702679018d,4,5,2016-09-11 12:44:50
8399,2016-09-11 12:12:50,ccbeefaa-c52d-4719-b11c-80702679018d,5,6,2016-09-11 12:44:50
8400,2016-09-12 16:04:49,ccbeefaa-c52d-4719-b11c-80702679018d,6,3,2016-09-11 12:44:50
8401,2016-09-14 16:04:42,ccbeefaa-c52d-4719-b11c-80702679018d,7,4,2016-09-11 12:44:50
8402,2016-09-17 05:05:29,ccbeefaa-c52d-4719-b11c-80702679018d,8,4,2016-09-11 12:44:50
8403,2016-09-19 18:06:46,ccbeefaa-c52d-4719-b11c-80702679018d,9,9,2016-09-11 12:44:50
8404,2016-09-22 09:09:11,ccbeefaa-c52d-4719-b11c-80702679018d,10,3,2016-09-11 12:44:50
